Status: active

     To                         Action      From
[6158] Anywhere                   DENY IN     114.101.142.244           
[6159] Anywhere                   DENY IN     114.101.140.250           
[6160] Anywhere                   DENY IN     114.101.135.58            
[6161] Anywhere                   DENY IN     114.100.3.55              
[6162] Anywhere                   DENY IN     114.100.3.115             
[6163] Anywhere                   DENY IN     114.100.2.148             
[6164] Anywhere                   DENY IN     114.100.189.33            
[6165] Anywhere                   DENY IN     114.100.189.205           
[6166] Anywhere                   DENY IN     114.100.1.234             
[6167] Anywhere                   DENY IN     112.113.155.200           
[6168] Anywhere                   DENY IN     112.113.154.251           
[6169] Anywhere                   DENY IN     112.113.152.56            
[6170] Anywhere                   DENY IN     106.110.214.58            
[6171] Anywhere                   DENY IN     106.110.198.162           
[6172] Anywhere                   DENY IN     103.42.180.115            
[6173] Anywhere                   DENY IN     103.242.3.253             
[6174] Anywhere                   DENY IN     103.242.3.211             
[6175] Anywhere                   DENY IN     103.242.3.200             
[6176] Anywhere                   DENY IN     103.240.182.60            
[6177] Anywhere                   DENY IN     103.240.182.117           
[6178] Anywhere                   DENY IN     103.230.123.172           
[6179] Anywhere                   DENY IN     103.230.123.164           
[6180] Anywhere                   DENY IN     103.230.123.153           
[6181] Anywhere                   DENY IN     103.228.130.73            
[6182] Anywhere                   DENY IN     103.228.130.119           
[6183] Anywhere                   DENY IN     103.228.130.110           
[6184] Anywhere                   DENY IN     103.213.251.144           
[6185] Anywhere                   DENY IN     103.213.251.132           
[6186] Anywhere                   DENY IN     103.213.251.131           
[6187] Anywhere                   DENY IN     103.213.250.63            
[6188] Anywhere                   DENY IN     103.213.250.109           
[6189] Anywhere                   DENY IN     103.213.248.172           
[6190] Anywhere                   DENY IN     103.213.248.144           
[6191] Anywhere                   DENY IN     103.200.31.85             
[6192] Anywhere                   DENY IN     103.200.31.56             
[6193] Anywhere                   DENY IN     103.200.31.47             
[6194] Anywhere                   DENY IN     103.200.31.166            
[6195] Anywhere                   DENY IN     103.200.31.120            
[6196] Anywhere                   DENY IN     103.200.31.112            
[6197] Anywhere                   DENY IN     103.200.31.106            
[6198] Anywhere                   DENY IN     103.200.30.31             
[6199] Anywhere                   DENY IN     103.200.30.217            
[6200] Anywhere                   DENY IN     103.200.30.203            
[6201] Anywhere                   DENY IN     103.200.30.196            
[6202] Anywhere                   DENY IN     103.200.30.189            
[6203] Anywhere                   DENY IN     103.200.30.184            
[6204] Anywhere                   DENY IN     103.200.30.177            
[6205] Anywhere                   DENY IN     103.200.30.149            
[6206] Anywhere                   DENY IN     103.200.30.109            
[6207] Anywhere                   DENY IN     183.150.161.155           
[6208] Anywhere                   DENY IN     183.163.164.241           
[6209] Anywhere                   DENY IN     114.106.150.158           
[6210] Anywhere                   DENY IN     183.150.35.185            
[6211] Anywhere                   DENY IN     223.215.187.63            
[6212] Anywhere                   DENY IN     114.103.44.148            
[6213] Anywhere                   DENY IN     182.200.222.230           
[6214] Anywhere                   DENY IN     114.102.5.248             
[6215] Anywhere                   DENY IN     114.103.64.217            
[6216] Anywhere                   DENY IN     114.103.66.190            
[6217] Anywhere                   DENY IN     114.103.66.35             
[6218] Anywhere                   DENY IN     114.103.67.248            
[6219] Anywhere                   DENY IN     114.103.45.1              
[6220] Anywhere                   DENY IN     114.106.135.105           
[6221] Anywhere                   DENY IN     114.102.43.138            
[6222] Anywhere                   DENY IN     114.218.220.141           
[6223] Anywhere                   DENY IN     223.243.135.118           
[6224] Anywhere                   DENY IN     114.103.67.94             
[6225] Anywhere                   DENY IN     114.103.44.118            
[6226] Anywhere                   DENY IN     114.102.42.98             
[6227] Anywhere                   DENY IN     114.103.44.200            
[6228] Anywhere                   DENY IN     114.228.240.235           
[6229] Anywhere                   DENY IN     117.62.46.97              
[6230] Anywhere                   DENY IN     114.102.32.6              
[6231] Anywhere                   DENY IN     114.103.65.209            
[6232] Anywhere                   DENY IN     117.66.86.255             
[6233] Anywhere                   DENY IN     114.102.40.198            
[6234] Anywhere                   DENY IN     114.102.36.81             
[6235] Anywhere                   DENY IN     45.125.12.250             
[6236] Anywhere                   DENY IN     114.103.66.197            
[6237] Anywhere                   DENY IN     114.103.66.133            
